arrest_id,person_id,age_at_arrest,sex,race,arrest_date_univ
5132759,861665,34.63835616438356,M,Black,2017-09-23
7023735,46047,31.136986301369863,M,White,2016-05-23
4079940,15930,26.504109589041096,M,Black,2018-03-31
5754726,1799436,21.367123287671237,M,White,2017-05-19
7581199,1960076,21.28767123287671,M,Black,2016-01-09
3368502,35378,62.18082191780822,M,Black,2018-07-26
5921226,555796,39.95068493150685,M,Black,2017-04-06
7464288,1499680,24.887671232876716,F,Black,2016-02-15
7021379,63935,29.64109589041096,F,White,2016-05-24
2868457,320713,30.273972602739725,F,White,2018-10-12
7466353,858453,43.83013698630137,M,White,2016-02-13
3242748,3054529,21.95342465753425,M,Black,2018-08-01
6850396,3063044,24.063013698630137,F,mixed,2016-07-13
5035688,2570957,27.24931506849315,M,White,2017-10-11
7149171,1295291,37.394520547945206,M,White,2016-05-09
6577733,1127882,26.84931506849315,F,White,2016-10-01
3775181,1633210,26.731506849315068,M,Black,2018-05-13
7027943,908756,35.915068493150685,M,Black,2016-05-21
6837322,1135351,54.824657534246576,M,White,2016-07-16
6471124,82063,26.175342465753424,M,Black,2016-11-03
5560634,316053,41.33698630136986,F,White,2017-07-03
5351996,101770,26.926027397260277,F,,2017-08-15
7382549,1061804,28.82191780821918,M,White,2016-03-07
6537617,77082,29.134246575342463,M,White,2016-10-14
6397938,2106053,47.74520547945205,F,White,2016-11-21
2652491,21493,24.136986301369863,M,White,2018-11-23
3126179,9523,27.695890410958903,M,Black,2018-08-26
7509640,60273,21.56438356164384,F,Black,2016-02-02
3839724,1039827,22.438356164383563,M,Black,2018-05-01
6916269,56090,18.29041095890411,M,White,2016-06-25
6641052,13178,20.01095890410959,M,Black,2016-09-13
6858454,1796824,31.92054794520548,F,White,2016-07-11
4818638,539354,51.27945205479452,M,Black,2017-11-15
3173957,848793,25.6027397260274,M,Black,2018-08-17
2698916,754401,23.10958904109589,M,Black,2018-11-14
3548765,1288581,24.21095890410959,M,Black,2018-06-24
7028913,2835694,43.30684931506849,M,White,2016-05-21
4697408,49727,19.90684931506849,M,Black,2017-12-04
5201065,1421025,36.583561643835615,M,Other,2017-09-12
4751260,2537177,28.175342465753424,F,White,2017-11-27
7234140,1058203,27.33150684931507,M,Black,2016-04-15
6598794,2581544,36.64383561643836,F,Black,2016-09-25
6156149,935128,48.56712328767123,F,Black,2017-02-06
3575090,23062,58.87123287671233,M,White,2018-06-20
5008270,316704,37.704109589041096,M,Other,2017-10-16
5150392,43443,20.756164383561643,M,Black,2017-09-20
3526910,363740,42.463013698630135,F,Asian,2018-06-27
7281409,911263,25.528767123287672,M,Black,2016-04-01
6053989,571225,53.654794520547945,M,Black,2017-03-02
3166132,1289881,21.186301369863013,M,Black,2018-08-18
6704112,1307676,35.09315068493151,M,White,2016-08-26
5339923,670471,31.03013698630137,F,Black,2017-08-17
4827776,1063563,30.816438356164383,M,White,2017-11-13
6792133,53858,29.10684931506849,M,mixed,2016-08-01
5891147,1657426,62.706849315068496,M,Black,2017-04-14
5559287,1002535,23.715068493150685,M,Black,2017-07-04
3601979,3363012,23.39178082191781,M,Black,2018-06-14
7422871,1129862,30.457534246575342,M,White,2016-02-23
2563302,300361,25.852054794520548,M,Black,2018-12-11
7194627,65387,18.813698630136987,M,Black,2016-04-26
3388991,1003853,42.69041095890411,M,White,2018-07-23
7477256,1708343,28.41917808219178,M,White,2016-02-10
5298889,2591916,28.843835616438355,F,White,2017-08-25
2693604,3143337,28.542465753424658,M,Black,2018-11-15
7055804,1782791,20.435616438356163,M,Black,2016-05-14
7598842,1531743,41.62191780821918,M,Black,2016-01-04
6928740,1124386,19.56164383561644,M,Black,2016-06-21
2922877,84823,24.0,M,Black,2018-10-02
5168153,738991,30.04109589041096,M,mixed,2017-09-17
7255033,69058,49.24931506849315,F,mixed,2016-04-10
3523180,2870513,37.221917808219175,M,White,2018-06-28
7552078,173473,50.16712328767123,M,Black,2016-01-16
5625542,3585475,24.156164383561645,F,Black,2017-06-19
7395386,1609935,41.40547945205479,,,2016-03-02
4457859,1114013,48.7945205479452,F,Black,2018-01-24
5059604,910069,27.77260273972603,F,mixed,2017-10-05
6809493,306222,24.671232876712327,M,Black,2016-07-26
4524392,909315,22.035616438356165,M,Black,2018-01-11
6237431,56452,56.37808219178082,M,Black,2017-01-13
4367944,26258,22.02739726027397,M,Black,2018-02-08
4354694,92254,25.13150684931507,M,Black,2018-02-11
2573195,1014195,30.80821917808219,F,mixed,2018-12-08
6863492,991504,29.306849315068494,F,Black,2016-07-08
6055461,3355630,60.701369863013696,F,White,2017-03-02
7431877,503269,30.96986301369863,M,White,2016-02-21
5757564,47004,55.87123287671233,M,Black,2017-05-18
5607185,3000544,22.46027397260274,M,mixed,2017-06-21
3659989,2880571,69.21369863013699,F,White,2018-06-04
4609251,4741,33.49589041095891,M,White,2017-12-21
4129776,343162,28.81917808219178,M,Black,2018-03-24
2511968,358578,38.64109589041096,M,,2018-12-19
7369356,1509614,52.19178082191781,M,White,2016-03-09
3490313,786744,52.75616438356165,M,Black,2018-07-05
5232571,1289480,43.96438356164384,F,White,2017-09-07
3234875,342986,50.80821917808219,M,Black,2018-08-02
6165914,570963,40.92328767123288,M,Black,2017-02-03
6863214,65316,36.42739726027397,M,Black,2016-07-08
6936297,121540,22.23013698630137,M,Black,2016-06-17
4500531,2406706,25.15890410958904,F,Black,2018-01-16
4852731,247459,22.10684931506849,M,Black,2017-11-08
5664009,755398,27.405479452054795,M,Black,2017-06-09
6102845,55857,27.07945205479452,F,White,2017-02-17
2864989,936434,58.156164383561645,M,Black,2018-10-14
2797309,276664,42.106849315068494,M,Black,2018-10-26
5050151,1799216,31.065753424657533,M,White,2017-10-08
6277542,2746168,22.898630136986306,M,Black,2017-01-04
7153262,883902,20.334246575342465,M,Black,2016-05-07
5370074,196266,29.63013698630137,M,Black,2017-08-11
4283852,1543625,56.85753424657534,M,Black,2018-02-25
2547343,122092,45.96986301369863,M,mixed,2018-12-13
3679700,81979,57.31780821917808,F,Black,2018-05-30
5049055,234366,33.42465753424658,M,Black,2017-10-09
6724650,75426,20.78904109589041,M,White,2016-08-20
3877005,2880190,20.30958904109589,M,Black,2018-04-24
7193530,1306011,59.12054794520548,M,White,2016-04-26
6759197,1465404,27.926027397260277,M,White,2016-08-10
3787339,25110,22.95616438356164,M,Black,2018-05-10
5590253,21406,19.052054794520547,M,White,2017-06-26
6524956,2134683,33.87397260273973,M,White,2016-10-18
6983854,83299,18.164383561643834,,Black,2016-06-04
2939945,1308492,25.339726027397266,M,White,2018-09-30
5560929,912191,34.93698630136986,M,Black,2017-07-03
7542921,228162,39.77534246575343,F,mixed,2016-01-20
6896776,1768653,56.12054794520548,M,White,2016-07-01
6221420,1469853,42.44383561643836,F,,2017-01-18
3451139,1281927,19.22739726027397,M,White,2018-07-12
6704707,36554,36.23835616438356,M,mixed,2016-08-26
3679645,1007138,47.84383561643836,M,Black,2018-05-30
4307219,251820,31.624657534246577,M,Black,2018-02-20
2505635,1024658,24.912328767123288,M,Black,2018-12-20
3372243,60347,44.915068493150685,M,Black,2018-07-25
4541881,1103608,27.410958904109588,F,White,2018-01-09
6486630,342694,19.843835616438355,F,White,2016-10-29
6939057,112145,22.775342465753425,M,mixed,2016-06-17
6845142,1072559,55.02739726027397,M,White,2016-07-15
7292958,62147,20.78082191780822,M,Black,2016-03-30
3249757,884830,26.75068493150685,M,Black,2018-07-31
4741424,3211663,47.90958904109589,M,White,2017-11-28
5885165,597360,23.21917808219178,M,Black,2017-04-16
4078592,974497,26.5013698630137,M,Black,2018-04-01
5846496,1009393,18.09315068493151,M,Black,2017-04-25
7162955,1134876,42.97808219178082,M,Black,2016-05-04
7216276,724047,61.32054794520548,F,Black,2016-04-19
6701778,42402,32.106849315068494,M,White,2016-08-27
5294945,2569,23.389041095890413,M,Black,2017-08-25
5928260,1134813,19.339726027397266,M,Black,2017-04-04
6645202,78786,24.15068493150685,M,White,2016-09-12
7422471,59578,39.63835616438356,M,Black,2016-02-23
6532455,243705,18.654794520547945,M,Black,2016-10-17
5527499,434345,52.1972602739726,F,mixed,2017-07-10
5784691,1800486,33.04383561643836,M,White,2017-05-11
6362220,2579110,23.04383561643836,M,Black,2016-12-08
5660831,65834,20.065753424657533,M,Black,2017-06-10
3904095,28710,20.75068493150685,M,Black,2018-04-19
4308924,176762,27.912328767123288,M,Black,2018-02-20
2790886,184560,45.42739726027397,M,Black,2018-10-29
4612868,957946,33.43835616438356,F,White,2017-12-20
5568205,909645,61.298630136986304,F,Black,2017-06-30
4667353,2022714,36.29041095890411,M,Black,2017-12-10
6889724,725268,30.73972602739726,M,mixed,2016-07-05
7003161,3223578,41.298630136986304,F,Asian,2016-05-30
3479577,1050738,22.24931506849315,M,Black,2018-07-06
4185409,79145,26.87945205479452,F,White,2018-03-14
2905661,1535214,51.038356164383565,M,Black,2018-10-05
5049840,1000558,36.57808219178082,M,mixed,2017-10-08
7272789,2557412,23.60821917808219,M,Black,2016-04-05
7199368,1243226,19.567123287671237,F,White,2016-04-24
7308318,57776,21.936986301369863,M,Black,2016-03-25
3829189,2641039,32.08767123287672,F,White,2018-05-03
5560772,1596644,38.81095890410959,M,,2017-07-03
3471309,16944,39.66849315068493,M,White,2018-07-09
7278705,101916,25.991780821917807,M,Black,2016-04-03
6588601,3458193,25.621917808219177,M,Black,2016-09-28
6058937,984444,24.95890410958904,M,White,2017-03-01
4635194,6851,26.76986301369863,M,White,2017-12-16
6027429,1802254,24.63287671232877,F,White,2017-03-09
7473272,1354979,34.85479452054795,F,White,2016-02-11
5291736,2535391,24.898630136986306,F,White,2017-08-26
3739546,207810,27.51780821917808,M,Black,2018-05-20
6445341,48080,38.95890410958904,M,Black,2016-11-11
2485784,88417,33.558904109589044,M,Black,2018-12-26
6916329,3198370,40.895890410958906,M,White,2016-06-25
3824510,2594951,19.326027397260276,M,,2018-05-04
3013712,10237,26.4986301369863,M,Black,2018-09-16
5974264,84410,42.84109589041096,F,Black,2017-03-24
5763206,146410,53.31506849315068,M,Black,2017-05-17
7288288,1117726,50.95616438356164,M,Black,2016-03-31
4521188,637495,23.410958904109588,M,Black,2018-01-12
4983747,9102,24.898630136986306,M,Black,2017-10-19
5846255,333745,21.72054794520548,M,Black,2017-04-25
7488749,220893,18.24109589041096,F,Black,2016-02-08
3051211,359021,48.394520547945206,M,,2018-09-09
4763108,2202943,48.704109589041096,F,White,2017-11-23
7063504,2384014,37.93150684931507,F,mixed,2016-05-12
7151446,1569464,47.4986301369863,F,Black,2016-05-08
7537778,1305217,47.32876712328767,F,White,2016-01-21
3377366,81249,50.26849315068493,M,Black,2018-07-24
4689683,860034,41.83287671232877,M,Black,2017-12-06
4537309,44159,38.42465753424658,M,Black,2018-01-09
3520892,411055,31.063013698630137,M,Indian,2018-06-28
6707445,75036,28.55890410958904,M,White,2016-08-25
5097627,3120306,35.66575342465753,F,Black,2017-09-29
6523146,33429,24.572602739726022,M,mixed,2016-10-19
6352048,555837,46.78904109589041,M,Black,2016-12-11
6984069,1615681,18.887671232876716,M,White,2016-06-04
7256175,226290,33.347945205479455,M,mixed,2016-04-09
5886184,332271,29.42739726027397,M,Black,2017-04-15
2673567,1985673,18.172602739726027,M,Other,2018-11-19
3232676,265085,43.10410958904109,M,Black,2018-08-03
6725485,2129116,24.04931506849315,F,Black,2016-08-19
5560404,2497447,55.80821917808219,F,Black,2017-07-04
3607980,35320,24.339726027397266,M,Black,2018-06-13
7553479,1567151,36.89041095890411,M,,2016-01-15
6545079,1557971,43.106849315068494,M,Black,2016-10-12
5585793,239629,27.71780821917808,M,Black,2017-06-27
7283727,30578,30.66849315068493,F,,2016-04-01
4397666,1515517,38.52876712328767,M,White,2018-02-02
5403234,1652670,22.942465753424656,F,Black,2017-08-06
3945939,189625,30.747945205479454,M,mixed,2018-04-13
4801505,1236019,31.194520547945206,M,Black,2017-11-17
7563283,84199,22.12054794520548,M,Black,2016-01-14
7157228,184900,24.46849315068493,M,Black,2016-05-06
5847419,2293944,38.96712328767124,M,Other,2017-04-25
7543337,1747908,31.213698630136985,M,Other,2016-01-20
2907915,115414,26.78356164383561,M,,2018-10-05
5180076,1713630,23.065753424657533,M,White,2017-09-14
4860301,1407719,56.50684931506849,M,White,2017-11-07
3039691,15353,34.391780821917806,F,White,2018-09-11
4981381,746888,47.06575342465754,F,Black,2017-10-20
2977729,19918,27.96712328767123,M,White,2018-09-22
6778366,41991,24.93972602739726,M,White,2016-08-05
2714649,888088,30.98630136986301,M,White,2018-11-10
2747588,70259,23.843835616438355,M,mixed,2018-11-03
4665527,146236,37.917808219178085,F,Black,2017-12-11
4991918,706551,40.465753424657535,M,White,2017-10-18
5816465,742445,57.16164383561644,F,Black,2017-05-03
5564259,847667,32.27945205479452,F,Black,2017-07-03
5242551,2745399,50.73424657534247,F,White,2017-09-05
6747081,2498706,22.81095890410959,M,Black,2016-08-13
5339587,3370039,79.18082191780822,M,White,2017-08-17
2532252,2582921,24.85753424657534,M,White,2018-12-16
7424662,3553588,29.301369863013697,M,mixed,2016-02-23
4524599,81290,20.134246575342463,M,Black,2018-01-11
6766557,27836,36.69041095890411,M,White,2016-08-09
5927377,2119515,22.58904109589041,M,Black,2017-04-04
6680947,206779,24.076712328767123,M,Black,2016-09-01
6326198,3185585,50.45205479452055,M,Black,2016-12-17
6074091,338042,43.61095890410959,F,White,2017-02-24
6648850,53703,21.15068493150685,M,Black,2016-09-11
2725809,1253737,44.03013698630137,M,White,2018-11-08
6971419,1129092,31.638356164383563,F,White,2016-06-08
5674108,923399,28.167123287671235,F,Black,2017-06-06
2788963,46101,46.00547945205479,M,White,2018-10-29
4652942,8089,22.35890410958904,M,Black,2017-12-12
7345698,922587,29.36164383561644,M,Black,2016-03-16
6650503,3249428,32.221917808219175,M,Black,2016-09-10
3059137,260781,19.3972602739726,M,Black,2018-09-07
5573668,89034,32.09041095890411,M,White,2017-06-30
5749590,334186,35.76712328767123,M,,2017-05-21
6647303,3381394,44.915068493150685,,,2016-09-12
4502652,74723,33.131506849315066,M,White,2018-01-16
4671633,1237612,17.654794520547945,M,Black,2017-12-08
6595530,25238,20.353424657534248,M,White,2016-09-26
5559239,910246,40.42739726027397,M,Black,2017-07-04
2558191,1660282,51.51780821917808,,,2018-12-12
2670602,922002,66.56164383561644,M,Black,2018-11-19
7005244,1130673,25.65205479452055,M,Black,2016-05-28
2594291,20010,41.0958904109589,M,White,2018-12-04
3015248,940651,40.293150684931504,F,mixed,2018-09-15
5982356,1250624,24.66849315068493,F,Black,2017-03-22
7601167,1330380,37.36164383561644,M,Black,2016-01-04
6577694,920520,48.33698630136986,F,Black,2016-10-01
2496068,1672423,23.72328767123288,M,White,2018-12-23
4398085,1697642,19.47945205479452,F,Other,2018-02-02
2680535,84027,39.26849315068493,M,Black,2018-11-18
5290353,1806016,22.063013698630137,M,White,2017-08-27
6147642,1675740,34.961643835616435,M,White,2017-02-07
5170311,336042,55.30684931506849,M,White,2017-09-15
3672977,909652,59.91232876712328,M,Black,2018-05-31
4596524,64098,29.213698630136985,F,White,2017-12-26
7291921,848761,30.10410958904109,M,White,2016-03-31
6313370,2792559,50.71780821917808,M,White,2016-12-21
6446640,109307,24.194520547945206,M,Black,2016-11-11
3601952,1087281,18.416438356164385,M,White,2018-06-14
4674255,242483,66.57260273972602,M,Black,2017-12-08
5143947,91724,29.24109589041096,M,Black,2017-09-21
4493795,1015284,32.586301369863016,M,Black,2018-01-17
7061405,1113786,21.46027397260274,F,Black,2016-05-13
7465597,47273,23.38082191780822,M,Black,2016-02-13
3614608,277226,41.95890410958904,M,mixed,2018-06-12
6446041,1628013,25.389041095890413,F,Black,2016-11-11
3668551,5684,45.38356164383562,M,White,2018-06-01
12005344,14260,19.30958904109589,M,,2018-01-15
3993384,539268,44.24383561643835,M,White,2018-04-05
5970690,2593687,26.736986301369864,M,White,2017-03-27
5803421,1414439,35.29041095890411,M,White,2017-05-06
6515483,92220,61.131506849315066,M,,2016-10-20
2922536,71257,33.32054794520548,M,Black,2018-10-02
6194431,63048,26.27671232876712,F,White,2017-01-26
3396602,1352518,23.51232876712329,M,Other,2018-07-20
7021588,1074774,25.024657534246572,F,White,2016-05-24
6400651,28329,48.74794520547945,F,Black,2016-11-21
6236432,1065449,32.635616438356166,M,White,2017-01-13
6457126,522552,32.62191780821918,F,White,2016-11-08
4762721,540187,52.85205479452055,M,Black,2017-11-24
5847328,3389220,33.04383561643836,M,White,2017-04-25
5142809,243409,30.34794520547945,M,Black,2017-09-21
7392722,93743,22.873972602739727,M,Black,2016-03-03
6106630,311707,35.1945205479452,M,Black,2017-02-16
4292218,5400,27.21917808219178,M,Black,2018-02-22
2532499,1275378,24.235616438356164,M,Black,2018-12-15
2777894,989231,20.942465753424656,M,Black,2018-10-30
3802665,741080,65.33972602739726,M,Black,2018-05-08
5014497,2143682,54.484931506849314,M,White,2017-10-14
6352870,1120637,51.23561643835617,M,White,2016-12-10
7478500,3664742,21.77260273972603,M,Black,2016-02-10
4284534,33253,24.306849315068494,M,Black,2018-02-25
4290696,1107929,49.46849315068493,F,White,2018-02-23
3221808,1347085,35.605479452054794,M,Black,2018-08-06
7580589,977062,45.25205479452055,M,White,2016-01-10
6322340,1499946,25.86849315068493,M,White,2016-12-19
12005419,20799,47.68493150684932,M,White,2018-01-06
4618067,213336,29.852054794520548,F,Black,2017-12-19
6891939,1195934,56.93972602739726,M,White,2016-07-03
2700058,2597745,56.92602739726028,M,White,2018-11-14
6601849,2871747,53.79726027397261,M,Black,2016-09-23
12002220,1064748,23.27671232876712,M,Black,2018-10-16
4692540,780358,32.16712328767123,M,White,2017-12-05
5965226,1012253,25.04383561643836,F,Black,2017-03-27
7476023,942846,44.3013698630137,M,Black,2016-02-10
4664272,34814,19.378082191780823,M,,2017-12-11
5238488,540315,19.673972602739727,F,Black,2017-09-06
